Interval,GMTIntervalEnd,Constraint Name,Constraint Type,NERCID,State,Shadow Price,Monitored Facility,Contingent Facility
05/08/2018 01:00:00,05/08/2018 06:00:00,MRTPANHUTMRT,FG,5590,BINDING,-8.1901,LN MARTIN - PANTEX_N,LN MARTIN - HUTCH 115 SPS
05/08/2018 01:00:00,05/08/2018 06:00:00,NEORIVNEOBLC,FG,5375,BINDING,-21.4717,LN NSES - RAM452,LN BLACKBRY - N345 345 WR
05/08/2018 01:00:00,05/08/2018 06:00:00,TEMP89_22229,FG,22229,BINDING,-34.5588,LN GRACMONT - ANADARKO,LN WASHIT1 - SW_STA 138 CSWS
05/08/2018 01:00:00,05/08/2018 06:00:00,TMP103_22587,FG,22587,BINDING,-54.7927,LN KILDR - WHEGL,LN HUNTERS7 - WDRNG1 345 OKGE
05/08/2018 01:00:00,05/08/2018 06:00:00,TMP109_22593,FG,22593,BINDING,-296.7594,LN TUPLOTP4 - TUPELO2,LN SEMINOLE - PITTSB9 345 CSWS
05/08/2018 01:00:00,05/08/2018 06:00:00,TMP192_21680,FG,21680,BINDING,-10.7394,LN WR_SMKHL - SUMM,LN POSTROCK - AXTELL1 345 NPPD
05/08/2018 01:00:00,05/08/2018 06:00:00,TMP204_21785,FG,21785,BINDING,-18.5060,LN MARSHAL3 - SMIT,LN STEELCTY - HARBINE 115 NPPD
05/08/2018 01:00:00,05/08/2018 06:00:00,TMP250_23543,FG,23543,BINDING,-251.9217,LN MILANTP - CLEARWT4,LN BENT - WICH 345 WR
05/08/2018 01:00:00,05/08/2018 06:00:00,TMP300_23822,FG,23822,BINDING,-75.9498,LN CARLISLE - DOUD,LN WOLFFORT - CARLISLE 230 SPS
05/08/2018 01:00:00,05/08/2018 06:00:00,VINHAYKNOXFR,FG,5406,BINDING,-23.9704,LN VINETAP3 - NHAYS,XF KNOLL1 230/115 WR
05/08/2018 01:00:00,05/08/2018 06:00:00,VINHAYPOSKNO,FG,5562,BINDING,-30.9727,LN VINETAP3 - NHAYS,LN POSTROCK - KNOLL1 230 WR
05/08/2018 01:00:00,05/08/2018 06:00:00,10909A_LN@SUNCIT1<CON1616>,MA,,BINDING,4.2127,LN SUNCIT1 - GRNBUR1,LN FORD3 - SHOOTSTR 115 SECI
05/08/2018 01:00:00,05/08/2018 06:00:00,NHAYS_VINETAP3A_LN@NHAYS<CON3179>,MA,,BINDING,14.1378,LN NHAYS - VINETAP3,LN POSTROCK - SHAYS 230 WR
