Interval,GMTIntervalEnd,Constraint Name,Constraint Type,NERCID,State,Shadow Price,Monitored Facility,Contingent Facility
05/06/2018 01:00:00,05/06/2018 06:00:00,MRTPANHUTMRT,FG,5590,BINDING,-13.5086,LN MARTIN - PANTEX_N,LN MARTIN - HUTCH 115 SPS
05/06/2018 01:00:00,05/06/2018 06:00:00,OSGCANBUSDEA,FG,5371,BINDING,-24.6754,LN RANDALL1 - CANYON_E,LN DEAFSMIT - BUSHLAND 230 SPS
05/06/2018 01:00:00,05/06/2018 06:00:00,TEXAS_CO_TXPS_TXCO_PHSHFT_PS,MCE,,BINDING,-0.4158,LN TEXAS_CO - ,BASE
05/06/2018 02:00:00,05/06/2018 07:00:00,MRTPANHUTMRT,FG,5590,BINDING,-16.7644,LN MARTIN - PANTEX_N,LN MARTIN - HUTCH 115 SPS
05/06/2018 03:00:00,05/06/2018 08:00:00,MRTPANHUTMRT,FG,5590,BINDING,-17.0330,LN MARTIN - PANTEX_N,LN MARTIN - HUTCH 115 SPS
05/06/2018 03:00:00,05/06/2018 08:00:00,WATXFRWATXFR,FG,5579,BINDING,-0.6833,XFMR WATFORD - WATFORD,XF WATFORD 230/1 WAUE
05/06/2018 04:00:00,05/06/2018 09:00:00,MRTPANHUTMRT,FG,5590,BINDING,-16.7749,LN MARTIN - PANTEX_N,LN MARTIN - HUTCH 115 SPS
05/06/2018 04:00:00,05/06/2018 09:00:00,WATXFRWATXFR,FG,5579,BINDING,-0.6050,XFMR WATFORD - WATFORD,XF WATFORD 230/1 WAUE
05/06/2018 05:00:00,05/06/2018 10:00:00,MRTPANHUTMRT,FG,5590,BINDING,-12.5990,LN MARTIN - PANTEX_N,LN MARTIN - HUTCH 115 SPS
05/06/2018 05:00:00,05/06/2018 10:00:00,WATXFRWATXFR,FG,5579,BINDING,-0.5309,XFMR WATFORD - WATFORD,XF WATFORD 230/1 WAUE
05/06/2018 06:00:00,05/06/2018 11:00:00,WATXFRWATXFR,FG,5579,BINDING,-0.4078,XFMR WATFORD - WATFORD,XF WATFORD 230/1 WAUE
05/06/2018 07:00:00,05/06/2018 12:00:00,DKSNNBELFE23_11_LN@DKSNNDWP<CON4208>,MA,,BINDING,-20.3924,LN DKSNNDWP - BELFELD,LN ANTELOP-ROUNDUP 345 KV WAUE
05/06/2018 07:00:00,05/06/2018 12:00:00,TEXAS_CO_TXPS_TXCO_PHSHFT_PS,MCE,,BINDING,-0.0485,LN TEXAS_CO - ,BASE
05/06/2018 08:00:00,05/06/2018 13:00:00,HALIDBEULA11_11_LN@HALIDYWP<CON2575>,MA,,BINDING,94.5146,LN HALIDYWP - BEULAH,LN DKSNNDWP - BELFELD 230 WAUE
05/06/2018 08:00:00,05/06/2018 13:00:00,TEXAS_CO_TXPS_TXCO_PHSHFT_PS,MCE,,BINDING,-0.1241,LN TEXAS_CO - ,BASE
05/06/2018 09:00:00,05/06/2018 14:00:00,HALIDBEULA11_11_LN@HALIDYWP<CON2575>,MA,,BINDING,92.7746,LN HALIDYWP - BEULAH,LN DKSNNDWP - BELFELD 230 WAUE
05/06/2018 09:00:00,05/06/2018 14:00:00,TEXAS_CO_TXPS_TXCO_PHSHFT_PS,MCE,,BINDING,-0.1218,LN TEXAS_CO - ,BASE
05/06/2018 10:00:00,05/06/2018 15:00:00,HALIDBEULA11_11_LN@HALIDYWP<CON2575>,MA,,BINDING,96.5604,LN HALIDYWP - BEULAH,LN DKSNNDWP - BELFELD 230 WAUE
05/06/2018 10:00:00,05/06/2018 15:00:00,TEXAS_CO_TXPS_TXCO_PHSHFT_PS,MCE,,BINDING,-0.1268,LN TEXAS_CO - ,BASE
05/06/2018 11:00:00,05/06/2018 16:00:00,HALIDBEULA11_11_LN@HALIDYWP<CON2575>,MA,,BINDING,101.1667,LN HALIDYWP - BEULAH,LN DKSNNDWP - BELFELD 230 WAUE
05/06/2018 11:00:00,05/06/2018 16:00:00,TEXAS_CO_TXPS_TXCO_PHSHFT_PS,MCE,,BINDING,-0.1328,LN TEXAS_CO - ,BASE
05/06/2018 12:00:00,05/06/2018 17:00:00,TMP349_23794,FG,23794,BINDING,-13.3650,LN DKSNNDWP - BELFELD,LN HETINGRW - BOWMANWP 230 WAUE
05/06/2018 12:00:00,05/06/2018 17:00:00,2079A_LN@OWASSO<CON1098>,MA,,BINDING,3.9347,LN OWASSO - NE_GAS,LN OOLOGAH - NE_GAS 138 CSWS
05/06/2018 12:00:00,05/06/2018 17:00:00,HALIDBEULA11_11_LN@HALIDYWP<CON2575>,MA,,BINDING,62.0291,LN HALIDYWP - BEULAH,LN DKSNNDWP - BELFELD 230 WAUE
05/06/2018 12:00:00,05/06/2018 17:00:00,TEXAS_CO_TXPS_TXCO_PHSHFT_PS,MCE,,BINDING,-0.0679,LN TEXAS_CO - ,BASE
05/06/2018 13:00:00,05/06/2018 18:00:00,HARPOTHARPOT,FG,5477,BINDING,-4.0076,LN HARRSUB - POTTER_S,LN HARRSUB - RLNGHILS 230 SPS
05/06/2018 13:00:00,05/06/2018 18:00:00,TMP349_23794,FG,23794,BINDING,-7.9511,LN DKSNNDWP - BELFELD,LN HETINGRW - BOWMANWP 230 WAUE
05/06/2018 13:00:00,05/06/2018 18:00:00,2079A_LN@OWASSO<CON1098>,MA,,BINDING,5.2011,LN OWASSO - NE_GAS,LN OOLOGAH - NE_GAS 138 CSWS
05/06/2018 13:00:00,05/06/2018 18:00:00,HALIDBEULA11_11_LN@HALIDYWP<CON2575>,MA,,BINDING,27.6395,LN HALIDYWP - BEULAH,LN DKSNNDWP - BELFELD 230 WAUE
05/06/2018 13:00:00,05/06/2018 18:00:00,TEXAS_CO_TXPS_TXCO_PHSHFT_PS,MCE,,BINDING,0.0694,LN TEXAS_CO - ,BASE
05/06/2018 14:00:00,05/06/2018 19:00:00,HARPOTHARPOT,FG,5477,BINDING,-13.6206,LN HARRSUB - POTTER_S,LN HARRSUB - RLNGHILS 230 SPS
05/06/2018 14:00:00,05/06/2018 19:00:00,TEMP81_22480,FG,22480,BINDING,-10.6241,XFMR EDWV - EDWV,LN 87TH_ST - CRAIG 345 KCPL
05/06/2018 14:00:00,05/06/2018 19:00:00,2079A_LN@OWASSO<CON1098>,MA,,BINDING,8.9101,LN OWASSO - NE_GAS,LN OOLOGAH - NE_GAS 138 CSWS
05/06/2018 14:00:00,05/06/2018 19:00:00,HALIDBEULA11_11_LN@HALIDYWP<CON2575>,MA,,BINDING,27.0062,LN HALIDYWP - BEULAH,LN DKSNNDWP - BELFELD 230 WAUE
05/06/2018 14:00:00,05/06/2018 19:00:00,TEXAS_CO_TXPS_TXCO_PHSHFT_PS,MCE,,BINDING,0.3404,LN TEXAS_CO - ,BASE
05/06/2018 15:00:00,05/06/2018 20:00:00,HARPOTHARPOT,FG,5477,BINDING,-19.4457,LN HARRSUB - POTTER_S,LN HARRSUB - RLNGHILS 230 SPS
05/06/2018 15:00:00,05/06/2018 20:00:00,TEMP81_22480,FG,22480,BINDING,-46.2617,XFMR EDWV - EDWV,LN 87TH_ST - CRAIG 345 KCPL
05/06/2018 15:00:00,05/06/2018 20:00:00,2079A_LN@OWASSO<CON1098>,MA,,BINDING,8.9757,LN OWASSO - NE_GAS,LN OOLOGAH - NE_GAS 138 CSWS
05/06/2018 15:00:00,05/06/2018 20:00:00,HALIDBEULA11_11_LN@HALIDYWP<CON2575>,MA,,BINDING,28.2588,LN HALIDYWP - BEULAH,LN DKSNNDWP - BELFELD 230 WAUE
05/06/2018 15:00:00,05/06/2018 20:00:00,TEXAS_CO_TXPS_TXCO_PHSHFT_PS,MCE,,BINDING,0.6279,LN TEXAS_CO - ,BASE
05/06/2018 16:00:00,05/06/2018 21:00:00,HARPOTHARPOT,FG,5477,BINDING,-16.8991,LN HARRSUB - POTTER_S,LN HARRSUB - RLNGHILS 230 SPS
05/06/2018 16:00:00,05/06/2018 21:00:00,TEMP81_22480,FG,22480,BINDING,-52.8439,XFMR EDWV - EDWV,LN 87TH_ST - CRAIG 345 KCPL
05/06/2018 16:00:00,05/06/2018 21:00:00,2079A_LN@OWASSO<CON1098>,MA,,BINDING,9.9850,LN OWASSO - NE_GAS,LN OOLOGAH - NE_GAS 138 CSWS
05/06/2018 16:00:00,05/06/2018 21:00:00,HALIDBEULA11_11_LN@HALIDYWP<CON2575>,MA,,BINDING,35.4419,LN HALIDYWP - BEULAH,LN DKSNNDWP - BELFELD 230 WAUE
05/06/2018 16:00:00,05/06/2018 21:00:00,TEXAS_CO_TXPS_TXCO_PHSHFT_PS,MCE,,BINDING,0.5840,LN TEXAS_CO - ,BASE
05/06/2018 17:00:00,05/06/2018 22:00:00,HARPOTHARPOT,FG,5477,BINDING,-10.3936,LN HARRSUB - POTTER_S,LN HARRSUB - RLNGHILS 230 SPS
05/06/2018 17:00:00,05/06/2018 22:00:00,TEMP81_22480,FG,22480,BINDING,-36.1882,XFMR EDWV - EDWV,LN 87TH_ST - CRAIG 345 KCPL
05/06/2018 17:00:00,05/06/2018 22:00:00,2079A_LN@OWASSO<CON1098>,MA,,BINDING,7.3477,LN OWASSO - NE_GAS,LN OOLOGAH - NE_GAS 138 CSWS
