Interval,GMTIntervalEnd,Constraint Name,Constraint Type,NERCID,State,Shadow Price,Monitored Facility,Contingent Facility
05/03/2018 01:00:00,05/03/2018 06:00:00,TEMP13_21818,FG,21818,BINDING,-9.0666,LN PANTEX_S - HIGHL_TP,LN MARTIN - HUTCH 115 SPS
05/03/2018 01:00:00,05/03/2018 06:00:00,TMP109_22593,FG,22593,BINDING,-181.5995,LN TUPLOTP4 - TUPELO2,LN SEMINOLE - PITTSB9 345 CSWS
05/03/2018 01:00:00,05/03/2018 06:00:00,TMP131_22673,FG,22673,BINDING,-18.8529,LN LYN_REC1 - TERRY_CO,LN AMOCO_SW - SUNDOWN2 230 SPS
05/03/2018 01:00:00,05/03/2018 06:00:00,TMP204_21785,FG,21785,BINDING,-7.6412,LN MARSHAL3 - SMIT,LN STEELCTY - HARBINE 115 NPPD
05/03/2018 01:00:00,05/03/2018 06:00:00,TMP250_23543,FG,23543,BINDING,-124.7949,LN MILANTP - CLEARWT4,LN BENT - WICH 345 WR
05/03/2018 01:00:00,05/03/2018 06:00:00,VINHAYPOSKNO,FG,5562,BINDING,-98.1867,LN VINETAP3 - NHAYS,LN POSTROCK - KNOLL1 230 WR
05/03/2018 01:00:00,05/03/2018 06:00:00,OAHEEAGLE11_11_LN@OAHE<CON4616>,MA,,BINDING,-6.3784,LN OAHE - EAGLEBT,XF OAHE 230/1 WAUE
05/03/2018 01:00:00,05/03/2018 06:00:00,DRFTSND4_DRIFTSAND_LINE_A_LN,MCE,,BINDING,-9.5756,LN DRFTSND4 - SANTAFE4,BASE
05/03/2018 01:00:00,05/03/2018 06:00:00,TEXAS_CO_TXPS_TXCO_PHSHFT_PS,MCE,,BINDING,2.3966,LN TEXAS_CO - ,BASE
05/03/2018 02:00:00,05/03/2018 07:00:00,TMP204_21785,FG,21785,BINDING,-8.4589,LN MARSHAL3 - SMIT,LN STEELCTY - HARBINE 115 NPPD
05/03/2018 02:00:00,05/03/2018 07:00:00,VINHAYPOSKNO,FG,5562,BINDING,-20.4080,LN VINETAP3 - NHAYS,LN POSTROCK - KNOLL1 230 WR
05/03/2018 02:00:00,05/03/2018 07:00:00,OAHEEAGLE11_11_LN@OAHE<CON4616>,MA,,BINDING,-15.4853,LN OAHE - EAGLEBT,XF OAHE 230/1 WAUE
05/03/2018 02:00:00,05/03/2018 07:00:00,DRFTSND4_DRIFTSAND_LINE_A_LN,MCE,,BINDING,-8.8176,LN DRFTSND4 - SANTAFE4,BASE
05/03/2018 02:00:00,05/03/2018 07:00:00,TEXAS_CO_TXPS_TXCO_PHSHFT_PS,MCE,,BINDING,0.6154,LN TEXAS_CO - ,BASE
05/03/2018 03:00:00,05/03/2018 08:00:00,TMP204_21785,FG,21785,BINDING,-7.8671,LN MARSHAL3 - SMIT,LN STEELCTY - HARBINE 115 NPPD
05/03/2018 03:00:00,05/03/2018 08:00:00,OAHEEAGLE11_11_LN@OAHE<CON4616>,MA,,BINDING,-14.8475,LN OAHE - EAGLEBT,XF OAHE 230/1 WAUE
05/03/2018 03:00:00,05/03/2018 08:00:00,DRFTSND4_DRIFTSAND_LINE_A_LN,MCE,,BINDING,-14.8524,LN DRFTSND4 - SANTAFE4,BASE
05/03/2018 03:00:00,05/03/2018 08:00:00,TEXAS_CO_TXPS_TXCO_PHSHFT_PS,MCE,,BINDING,0.0824,LN TEXAS_CO - ,BASE
05/03/2018 04:00:00,05/03/2018 09:00:00,TMP204_21785,FG,21785,BINDING,-5.0381,LN MARSHAL3 - SMIT,LN STEELCTY - HARBINE 115 NPPD
05/03/2018 04:00:00,05/03/2018 09:00:00,OAHEEAGLE11_11_LN@OAHE<CON4616>,MA,,BINDING,-14.7944,LN OAHE - EAGLEBT,XF OAHE 230/1 WAUE
05/03/2018 04:00:00,05/03/2018 09:00:00,DRFTSND4_DRIFTSAND_LINE_A_LN,MCE,,BINDING,-2.8248,LN DRFTSND4 - SANTAFE4,BASE
05/03/2018 04:00:00,05/03/2018 09:00:00,TEXAS_CO_TXPS_TXCO_PHSHFT_PS,MCE,,BINDING,0.0528,LN TEXAS_CO - ,BASE
05/03/2018 05:00:00,05/03/2018 10:00:00,TMP204_21785,FG,21785,BINDING,-7.6992,LN MARSHAL3 - SMIT,LN STEELCTY - HARBINE 115 NPPD
05/03/2018 05:00:00,05/03/2018 10:00:00,LD13,MA,,BINDING,-0.3259,LN N_VBI - LD13,BASE
05/03/2018 05:00:00,05/03/2018 10:00:00,OAHEEAGLE11_11_LN@OAHE<CON4616>,MA,,BINDING,-10.2231,LN OAHE - EAGLEBT,XF OAHE 230/1 WAUE
05/03/2018 05:00:00,05/03/2018 10:00:00,TEXAS_CO_TXPS_TXCO_PHSHFT_PS,MCE,,BINDING,0.0807,LN TEXAS_CO - ,BASE
05/03/2018 06:00:00,05/03/2018 11:00:00,TMP204_21785,FG,21785,BINDING,-6.8905,LN MARSHAL3 - SMIT,LN STEELCTY - HARBINE 115 NPPD
05/03/2018 06:00:00,05/03/2018 11:00:00,MARSHAL3_SMITA_LN@MARSHAL3<CON3893>,MA,,BINDING,-0.3008,LN MARSHAL3 - SMIT,LN KNOB - MARSHAL3 115 WR
05/03/2018 06:00:00,05/03/2018 11:00:00,OAHEEAGLE11_11_LN@OAHE<CON4616>,MA,,BINDING,-6.2155,LN OAHE - EAGLEBT,XF OAHE 230/1 WAUE
05/03/2018 06:00:00,05/03/2018 11:00:00,DRFTSND4_DRIFTSAND_LINE_A_LN,MCE,,BINDING,-1.8906,LN DRFTSND4 - SANTAFE4,BASE
05/03/2018 06:00:00,05/03/2018 11:00:00,TEXAS_CO_TXPS_TXCO_PHSHFT_PS,MCE,,BINDING,0.0722,LN TEXAS_CO - ,BASE
05/03/2018 07:00:00,05/03/2018 12:00:00,NAVY___NRTHEA11_LN@NRTHEAST<CON662>,MA,,BINDING,-5.7790,LN NRTHEAST - GA_WEST,LN 87TH_ST - STRA 345 WR
05/03/2018 07:00:00,05/03/2018 12:00:00,OAHEEAGLE11_11_LN@OAHE<CON4616>,MA,,BINDING,-4.5551,LN OAHE - EAGLEBT,XF OAHE 230/1 WAUE
05/03/2018 07:00:00,05/03/2018 12:00:00,TEXAS_CO_TXPS_TXCO_PHSHFT_PS,MCE,,BINDING,0.0758,LN TEXAS_CO - ,BASE
05/03/2018 08:00:00,05/03/2018 13:00:00,TMP250_23543,FG,23543,BINDING,-21.7769,LN MILANTP - CLEARWT4,LN BENT - WICH 345 WR
05/03/2018 08:00:00,05/03/2018 13:00:00,2054A_LN@21STTAP4<CON1097>,MA,,BINDING,11.0940,LN 21STTAP4 - TSE_NEW,LN GRDA17 - GREC3 345 GRDA
05/03/2018 08:00:00,05/03/2018 13:00:00,41691_LN@JARB<CON1917>,MA,,BINDING,43.6755,LN JARB - LEC,LN W_GARDNR - SWIS 345 WR
