Interval,GMTIntervalEnd,Constraint Name,Constraint Type,NERCID,State,Shadow Price,Monitored Facility,Contingent Facility
05/11/2018 01:00:00,05/11/2018 06:00:00,MRTPANHUTMRT,FG,5590,BINDING,-7.0565,LN MARTIN - PANTEX_N,LN MARTIN - HUTCH 115 SPS
05/11/2018 01:00:00,05/11/2018 06:00:00,NEORIVNEOBLC,FG,5375,BINDING,-30.2136,LN NSES - RAM452,LN BLACKBRY - N345 345 WR
05/11/2018 01:00:00,05/11/2018 06:00:00,SUNXFRSUNAMO,FG,5057,BINDING,-120.8865,XFMR SUNDOWN2 - SUNDOWN2,LN AMOCO_SW - SUNDOWN2 230 SPS
05/11/2018 01:00:00,05/11/2018 06:00:00,TAHH59MUSFTS,FG,5223,BINDING,-124.8311,LN TAHLQH5 - HWY59,LN MUSKOGEE - FTSMTH 345 OKGE
05/11/2018 01:00:00,05/11/2018 06:00:00,TEMP23_22895,FG,22895,BINDING,-11.3863,LN NSES - RAM452,LN BLACKBRY - JASPER7 345 AECI
05/11/2018 01:00:00,05/11/2018 06:00:00,TEMP89_22229,FG,22229,BINDING,-33.7687,LN GRACMONT - ANADARKO,LN WASHIT1 - SW_STA 138 CSWS
05/11/2018 01:00:00,05/11/2018 06:00:00,TEMP96_22409,FG,22409,BINDING,-43.7418,LN HUGOPP4 - VALLIANT,LN HUGOPP4 - VALLIANT 345 CSWS
05/11/2018 01:00:00,05/11/2018 06:00:00,TMP103_22587,FG,22587,BINDING,-62.5020,LN KILDR - WHEGL,LN HUNTERS7 - WDRNG1 345 OKGE
05/11/2018 01:00:00,05/11/2018 06:00:00,TMP109_22593,FG,22593,BINDING,-142.0587,LN TUPLOTP4 - TUPELO2,LN SEMINOLE - PITTSB9 345 CSWS
05/11/2018 01:00:00,05/11/2018 06:00:00,TMP192_21680,FG,21680,BINDING,-43.8099,LN WR_SMKHL - SUMM,LN POSTROCK - AXTELL1 345 NPPD
05/11/2018 01:00:00,05/11/2018 06:00:00,TMP204_21785,FG,21785,BINDING,-17.4266,LN MARSHAL3 - SMIT,LN STEELCTY - HARBINE 115 NPPD
05/11/2018 01:00:00,05/11/2018 06:00:00,VINHAYPOSKNO,FG,5562,BINDING,-63.4789,LN VINETAP3 - NHAYS,LN POSTROCK - KNOLL1 230 WR
05/11/2018 01:00:00,05/11/2018 06:00:00,10897A_LN@CRKCREEK<CON4273>,MA,,BINDING,-1.5709,LN CRKCREEK - CUDAHY1,LN CRKCREEK - JUD-LR1 115 SECI
05/11/2018 01:00:00,05/11/2018 06:00:00,8718A_LN@ROMAN<CON327>,MA,,BINDING,2.8863,LN ROMAN - STHRD,LN DEWEY1 - TALOGA1 138 WFEC
05/11/2018 01:00:00,05/11/2018 06:00:00,CAYLEWISDO16_11_LN@CAYLER<CON2796>,MA,,BINDING,-8.4320,LN CAYLER - WISDOMCB,LN DICY -  LAKEFLD 161 ALTW
05/11/2018 01:00:00,05/11/2018 06:00:00,CLEARW_MILAN_1A_LN@MILANTP<CON3467>,MA,,BINDING,-203.1915,LN MILANTP - CLEARWT4,LN WICH-THISTLE7 A 345 WR
05/11/2018 01:00:00,05/11/2018 06:00:00,MOORE_CO,MA,,BINDING,3.5332,XFMR MOORE_CO - MOORE_CO,BASE
05/11/2018 01:00:00,05/11/2018 06:00:00,PALO,MA,,BINDING,17.5469,XFMR PALO_DUR - PALO_DUR,BASE
05/11/2018 01:00:00,05/11/2018 06:00:00,SPINSPURXF1,MA,,BINDING,-3.3949,XFMR SPINSPUR - SPINSPUR,BASE
05/11/2018 01:00:00,05/11/2018 06:00:00,San_Juan_XF,MA,,BINDING,13.7121,XFMR SAN_JUAN - SAN_JUAN,BASE
05/11/2018 01:00:00,05/11/2018 06:00:00,DRFTSND4_DRIFTSAND_LINE_A_LN,MCE,,BINDING,-6.8103,LN DRFTSND4 - SANTAFE4,BASE
05/11/2018 01:00:00,05/11/2018 06:00:00,SLCKHILS_WASHIT_SLCK_A_LN,MCE,,BINDING,-6.1722,LN SLCKHILS - WASHIT1,BASE
05/11/2018 01:00:00,05/11/2018 06:00:00,TEXAS_CO_TXPS_TXCO_PHSHFT_PS,MCE,,BINDING,4.2124,LN TEXAS_CO - ,BASE
05/11/2018 02:00:00,05/11/2018 07:00:00,MRTPANHUTMRT,FG,5590,BINDING,-6.9915,LN MARTIN - PANTEX_N,LN MARTIN - HUTCH 115 SPS
05/11/2018 02:00:00,05/11/2018 07:00:00,SUNXFRSUNAMO,FG,5057,BINDING,-130.5065,XFMR SUNDOWN2 - SUNDOWN2,LN AMOCO_SW - SUNDOWN2 230 SPS
05/11/2018 02:00:00,05/11/2018 07:00:00,TAHH59MUSFTS,FG,5223,BINDING,-110.0627,LN TAHLQH5 - HWY59,LN MUSKOGEE - FTSMTH 345 OKGE
05/11/2018 02:00:00,05/11/2018 07:00:00,TEMP23_22895,FG,22895,BINDING,-41.6804,LN NSES - RAM452,LN BLACKBRY - JASPER7 345 AECI
05/11/2018 02:00:00,05/11/2018 07:00:00,TEMP89_22229,FG,22229,BINDING,-24.5716,LN GRACMONT - ANADARKO,LN WASHIT1 - SW_STA 138 CSWS
05/11/2018 02:00:00,05/11/2018 07:00:00,TEMP96_22409,FG,22409,BINDING,-14.3592,LN HUGOPP4 - VALLIANT,LN HUGOPP4 - VALLIANT 345 CSWS
